path	block_type	mask_type	reference_block	link_status	runtime_token
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Electrical model/qd to abc transformation/Sum	Sum		spsSynchronousMachineModel/Discrete trapezoidal/qd to abc transformation/Sum	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Electrical model/qd to abc transformation/ib	Gain		spsSynchronousMachineModel/Discrete trapezoidal/qd to abc transformation/ib	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Electrical model/qd to abc transformation/is(A)	Outport		spsSynchronousMachineModel/Discrete trapezoidal/qd to abc transformation/is(A)	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Electrical model/qd to abc transformation/is(pu)	Outport		spsSynchronousMachineModel/Discrete trapezoidal/qd to abc transformation/is(pu)	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Electrical model/i	Outport		spsSynchronousMachineModel/Discrete trapezoidal/i	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Electrical model/m	Outport		spsSynchronousMachineModel/Discrete trapezoidal/m	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Electrical model/Te	Outport		spsSynchronousMachineModel/Discrete trapezoidal/Te	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Electrical model/-	Outport		spsSynchronousMachineModel/Discrete trapezoidal/-	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/From	From		spsSynchronousMachinepuStandardLib/Synchronous Machine pu Standard/From	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Goto	Goto		spsSynchronousMachinepuStandardLib/Synchronous Machine pu Standard/Goto	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/GotoDSS	Terminator		spsSynchronousMachinepuStandardLib/Synchronous Machine pu Standard/GotoDSS	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Measurements	SubSystem		spsSynchronousMachineModel/Measurement pu	resolved	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Measurements/m_e	Inport		spsSynchronousMachineModel/Measurement pu/m_e	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Measurements/m_m	Inport		spsSynchronousMachineModel/Measurement pu/m_m	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Measurements/Bus Creator1	BusCreator		spsSynchronousMachineModel/Measurement pu/Bus Creator1	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Measurements/Bus Creator2	BusCreator		spsSynchronousMachineModel/Measurement pu/Bus Creator2	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Measurements/Bus Creator3	BusCreator		spsSynchronousMachineModel/Measurement pu/Bus Creator3	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Measurements/Bus Creator4	BusCreator		spsSynchronousMachineModel/Measurement pu/Bus Creator4	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Measurements/Demux	Demux		spsSynchronousMachineModel/Measurement pu/Demux	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Measurements/Demux1	Demux		spsSynchronousMachineModel/Measurement pu/Demux1	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Measurements/m	Outport		spsSynchronousMachineModel/Measurement pu/m	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model	SubSystem		spsSynchronousMachineModel/Discrete Pm input trapezoidal	resolved	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/Te	Inport		spsSynchronousMachineModel/Discrete Pm input trapezoidal/Te	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/input	Inport		spsSynchronousMachineModel/Discrete Pm input trapezoidal/input	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/1 ----- 2H	Gain		spsSynchronousMachineModel/Discrete Pm input trapezoidal/1 ----- 2H	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/1_Pb	Gain		spsSynchronousMachineModel/Discrete Pm input trapezoidal/1_Pb	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/Delay Prediction	SubSystem		spsSynchronousMachineModel/Discrete Pm input trapezoidal/Delay Prediction	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/Delay Prediction/in	Inport		spsSynchronousMachineModel/Discrete Pm input trapezoidal/Delay Prediction/in	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/Delay Prediction/F2	Gain		spsSynchronousMachineModel/Discrete Pm input trapezoidal/Delay Prediction/F2	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/Delay Prediction/Sum1	Sum		spsSynchronousMachineModel/Discrete Pm input trapezoidal/Delay Prediction/Sum1	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/Delay Prediction/dw_delay	UnitDelay		spsSynchronousMachineModel/Discrete Pm input trapezoidal/Delay Prediction/dw_delay	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/Delay Prediction/dw_predict	UnitDelay		spsSynchronousMachineModel/Discrete Pm input trapezoidal/Delay Prediction/dw_predict	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/Delay Prediction/dw	Outport		spsSynchronousMachineModel/Discrete Pm input trapezoidal/Delay Prediction/dw	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/Digital Clock	DigitalClock		spsSynchronousMachineModel/Discrete Pm input trapezoidal/Digital Clock	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/F	Gain		spsSynchronousMachineModel/Discrete Pm input trapezoidal/F	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/Fcn	Fcn		spsSynchronousMachineModel/Discrete Pm input trapezoidal/Fcn	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/From1	From		spsSynchronousMachineModel/Discrete Pm input trapezoidal/From1	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/From2	From		spsSynchronousMachineModel/Discrete Pm input trapezoidal/From2	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/From3	From		spsSynchronousMachineModel/Discrete Pm input trapezoidal/From3	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/From4	From		spsSynchronousMachineModel/Discrete Pm input trapezoidal/From4	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/Goto	Goto		spsSynchronousMachineModel/Discrete Pm input trapezoidal/Goto	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/Goto1	Goto		spsSynchronousMachineModel/Discrete Pm input trapezoidal/Goto1	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/Goto2	Goto		spsSynchronousMachineModel/Discrete Pm input trapezoidal/Goto2	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/Goto3	Goto		spsSynchronousMachineModel/Discrete Pm input trapezoidal/Goto3	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/Measurements	Mux		spsSynchronousMachineModel/Discrete Pm input trapezoidal/Measurements	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/Mux1	Mux		spsSynchronousMachineModel/Discrete Pm input trapezoidal/Mux1	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/Product	Product		spsSynchronousMachineModel/Discrete Pm input trapezoidal/Product	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/Rate Transition1	RateTransition		spsSynchronousMachineModel/Discrete Pm input trapezoidal/Rate Transition1	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/Rate Transition2	RateTransition		spsSynchronousMachineModel/Discrete Pm input trapezoidal/Rate Transition2	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/Rotor angle dthetae	DiscreteIntegrator		spsSynchronousMachineModel/Discrete Pm input trapezoidal/Rotor angle dthetae	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/Rotor speed deviation (dw)	DiscreteIntegrator		spsSynchronousMachineModel/Discrete Pm input trapezoidal/Rotor speed deviation (dw)	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/Sum	Sum		spsSynchronousMachineModel/Discrete Pm input trapezoidal/Sum	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/Sum2	Sum		spsSynchronousMachineModel/Discrete Pm input trapezoidal/Sum2	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/Sum3	Sum		spsSynchronousMachineModel/Discrete Pm input trapezoidal/Sum3	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/div	Fcn		spsSynchronousMachineModel/Discrete Pm input trapezoidal/div	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/nominal speed	Constant		spsSynchronousMachineModel/Discrete Pm input trapezoidal/nominal speed	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/t	Gain		spsSynchronousMachineModel/Discrete Pm input trapezoidal/t	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/theta	DiscreteIntegrator		spsSynchronousMachineModel/Discrete Pm input trapezoidal/theta	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/units	Gain		spsSynchronousMachineModel/Discrete Pm input trapezoidal/units	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/units1	Gain		spsSynchronousMachineModel/Discrete Pm input trapezoidal/units1	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/units2	Gain		spsSynchronousMachineModel/Discrete Pm input trapezoidal/units2	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/we base	Gain		spsSynchronousMachineModel/Discrete Pm input trapezoidal/we base	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/web2	Gain		spsSynchronousMachineModel/Discrete Pm input trapezoidal/web2	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/web3	Gain		spsSynchronousMachineModel/Discrete Pm input trapezoidal/web3	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/Shaft	PMIOPort		spsSynchronousMachineModel/Discrete Pm input trapezoidal/Shaft	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/m	Outport		spsSynchronousMachineModel/Discrete Pm input trapezoidal/m	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/theta_e	Outport		spsSynchronousMachineModel/Discrete Pm input trapezoidal/theta_e	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/Mechanical model/we	Outport		spsSynchronousMachineModel/Discrete Pm input trapezoidal/we	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/SM	PMComponent	InnerPowersysBlock	spsSynchronousMachinepuStandardLib/Synchronous Machine pu Standard/SM	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/A	PMIOPort		spsSynchronousMachinepuStandardLib/Synchronous Machine pu Standard/A	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/B	PMIOPort		spsSynchronousMachinepuStandardLib/Synchronous Machine pu Standard/B	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/C	PMIOPort		spsSynchronousMachinepuStandardLib/Synchronous Machine pu Standard/C	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Machine 5 520 MVA 22 kV/m	Outport		spsSynchronousMachinepuStandardLib/Synchronous Machine pu Standard/m	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Pref	Constant			none	
IEEE39bus/SS_EastSystem1/GT 5/Terminator5	Terminator			none	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV	SubSystem	Three-Phase Transformer (Two Windings)	spsThreePhaseTransformerTwoWindingsLib/Three-Phase Transformer (Two Windings)	resolved	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/From1	Ground		spsThreePhaseTransformerTwoWindingsLib/Three-Phase Transformer (Two Windings)/From1	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/From2	Ground		spsThreePhaseTransformerTwoWindingsLib/Three-Phase Transformer (Two Windings)/From2	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/From3	Ground		spsThreePhaseTransformerTwoWindingsLib/Three-Phase Transformer (Two Windings)/From3	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Goto11	Terminator		spsThreePhaseTransformerTwoWindingsLib/Three-Phase Transformer (Two Windings)/Goto11	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Goto12	Terminator		spsThreePhaseTransformerTwoWindingsLib/Three-Phase Transformer (Two Windings)/Goto12	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Goto13	Terminator		spsThreePhaseTransformerTwoWindingsLib/Three-Phase Transformer (Two Windings)/Goto13	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Goto21	Terminator		spsThreePhaseTransformerTwoWindingsLib/Three-Phase Transformer (Two Windings)/Goto21	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Goto22	Terminator		spsThreePhaseTransformerTwoWindingsLib/Three-Phase Transformer (Two Windings)/Goto22	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Goto23	Terminator		spsThreePhaseTransformerTwoWindingsLib/Three-Phase Transformer (Two Windings)/Goto23	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/I_exc1	Ground		spsThreePhaseTransformerTwoWindingsLib/Three-Phase Transformer (Two Windings)/I_exc1	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/I_exc2	Ground		spsThreePhaseTransformerTwoWindingsLib/Three-Phase Transformer (Two Windings)/I_exc2	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/I_exc3	Ground		spsThreePhaseTransformerTwoWindingsLib/Three-Phase Transformer (Two Windings)/I_exc3	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Model	SubSystem		sps3phSaturableTransformerModel/Linear	resolved	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Model/In1	Inport		sps3phSaturableTransformerModel/Linear/In1	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Model/In2	Inport		sps3phSaturableTransformerModel/Linear/In2	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Model/In3	Inport		sps3phSaturableTransformerModel/Linear/In3	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Model/In4	Inport		sps3phSaturableTransformerModel/Linear/In4	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Model/In5	Inport		sps3phSaturableTransformerModel/Linear/In5	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Model/In6	Inport		sps3phSaturableTransformerModel/Linear/In6	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Model/Linear	SubSystem		spsSaturableTransformerModel/Linear	resolved	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Model/Linear/v	Inport		spsSaturableTransformerModel/Linear/v	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Model/Linear/X	Inport		spsSaturableTransformerModel/Linear/X	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Model/Linear/gnd	Terminator		spsSaturableTransformerModel/Linear/gnd	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Model/Linear/i	Outport		spsSaturableTransformerModel/Linear/i	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Model/Linear/f	Outport		spsSaturableTransformerModel/Linear/f	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Model/Linear1	SubSystem		spsSaturableTransformerModel/Linear	resolved	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Model/Linear1/v	Inport		spsSaturableTransformerModel/Linear/v	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Model/Linear1/X	Inport		spsSaturableTransformerModel/Linear/X	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Model/Linear1/gnd	Terminator		spsSaturableTransformerModel/Linear/gnd	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Model/Linear1/i	Outport		spsSaturableTransformerModel/Linear/i	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Model/Linear1/f	Outport		spsSaturableTransformerModel/Linear/f	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Model/Linear2	SubSystem		spsSaturableTransformerModel/Linear	resolved	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Model/Linear2/v	Inport		spsSaturableTransformerModel/Linear/v	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Model/Linear2/X	Inport		spsSaturableTransformerModel/Linear/X	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Model/Linear2/gnd	Terminator		spsSaturableTransformerModel/Linear/gnd	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Model/Linear2/i	Outport		spsSaturableTransformerModel/Linear/i	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Model/Linear2/f	Outport		spsSaturableTransformerModel/Linear/f	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Model/Out1	Outport		sps3phSaturableTransformerModel/Linear/Out1	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Model/Out2	Outport		sps3phSaturableTransformerModel/Linear/Out2	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Model/Out3	Outport		sps3phSaturableTransformerModel/Linear/Out3	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Model/Out4	Outport		sps3phSaturableTransformerModel/Linear/Out4	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Model/Out5	Outport		sps3phSaturableTransformerModel/Linear/Out5	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Model/Out6	Outport		sps3phSaturableTransformerModel/Linear/Out6	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/Three-PhaseTransformer	PMComponent	InnerPowersysBlock	spsThreePhaseTransformerTwoWindingsLib/Three-Phase Transformer (Two Windings)/Three-PhaseTransformer	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/A	PMIOPort		spsThreePhaseTransformerTwoWindingsLib/Three-Phase Transformer (Two Windings)/A	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/B	PMIOPort		spsThreePhaseTransformerTwoWindingsLib/Three-Phase Transformer (Two Windings)/B	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/C	PMIOPort		spsThreePhaseTransformerTwoWindingsLib/Three-Phase Transformer (Two Windings)/C	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/a	PMIOPort		spsThreePhaseTransformerTwoWindingsLib/Three-Phase Transformer (Two Windings)/a	implicit	
IEEE39bus/SS_EastSystem1/GT 5/Transformer 5 572 MVA 22 kV // 345 kV/b	PMIOPort		spsThreePhaseTransformerTwoWindingsLib/Three-Phase Transformer (Two Windings)/b	implicit	
